CÓDIGO,SUBSTITUTOS,NOME,FABRICANTE,EMBALAGEM,PREÇO 38%,MST C/,MUL C/,VAREJO,EM LINHA,COMPRADOR,ECOM,ARRED_MULT,SEGMENTO,CATEGORIA,GRUPO,SUBGRUPO,END. MAPA UNE,END. MAPA UNE.1,ULT. LOCALIZAÇÃO,EM PROMO,INICIO PROMO,FIM PROMO,PREÇO ANTERIOR,DESCONTO,SOLICITAÇÃO DE PREÇO,COMENTÁRIO,VENDA 30D,VALOR EST.,ABC JAN,ABC FEV,ABC MAR,ABC ABR,ABC LOJA 30D,ABC GRUPO 90D,COMPARAÇÃO,RANK GRUPO TOP 100 SEG (30d),2023-05-01 00:00:00,2023-06-01 00:00:00,2023-07-01 00:00:00,2023-08-01 00:00:00,2023-09-01 00:00:00,2023-10-01 00:00:00,2023-11-01 00:00:00,2023-12-01 00:00:00,2024-01-01 00:00:00,2024-02-01 00:00:00,2024-03-01 00:00:00,2024-04-01 00:00:00,mai/24,QDT,FRQ,CM,QDT.1,FRQ.1,CM.1,QDT.2,FRQ.2,CM.2,QDT.3,FRQ.3,CM.3,QDT.4,FRQ.4,CM.4,FREQ ULT. SEM,VND. CONCENTR,2024-04-30 00:00:00,2024-05-01 00:00:00,2024-05-02 00:00:00,2024-05-03 00:00:00,2024-05-04 00:00:00,2024-05-05 00:00:00,2024-05-06 00:00:00,ULTIMA_VENDA,VEND. QTD 30D,M.C,MC REAL,EFEITO CHICOTE (+-20%),EST. CD,ULT. ENT. CD,OC,EC,EST. UNE,ULT. ENT. UNE,EST. UNE DIAS,EST. LV,EST.GON,EST. ILHA,EST. MÁX. LV,LV/MC,STATUS LV,AJUSTE LV,EXPO. MIN,% EST/LV,TOTAL ALTERADO (R$),TRAVA,END. GÔNDO,PP,LT,END. ESTOQUE,ULT. VISTA LVERDE,ULT. ALTERA LVERDE,E.GON ANT.,% ALTER.,USUARIO ALTERAÇÃO,ULT. AUDITORIA PDV,ROTINA,STATUS AUDITORIA,SOLICITAÇÃO,QTD SOL,DATA SOL,STATUS,ULT. ENT UNE,QTD ULT ENTRADA,DIAS EM ATEND.,DATA INVENTÁRIO BI,DIAS INV BI,EAN,PICKLIST,ST PICK,DATA CONFERÊNCIA,QTD VOL,ULT VOL,ROMANEIO SOLICITA,ROMANEIO ENVIO,NOTA ENVIO,S,EMISSAO NOTA,MD12,MD3,MD1,LISTAGEM,LISTAGEM_QUALIDADE,ENDEREÇO LIN CD,ENDEREÇO RESERVA CD
510746,,BLOCO POST-IT 654 76X76MM C/45FLS ROXO R.4392922,3M,ATA - PCT UNI,7.3,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,7.3,58.4,C,C,B,C,C,C,OK,3214,2.0,0.0,2.0,8.0,1.0,1.0,1.0,2.0,11.0,9.0,8.0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0,0.0,3,SIM,0.0,0,0.0,0.0,0.0,0,0.0,2024-04-29 18:53:29,1.0,3,4.590909090909091,SIM,118.0,2024-04-12,0,0,8.0,2024-04-01 00:00:00,240.0,0,12,0,12,2.613861386138614,LV MUITO ALTA,,,0.6666666666666666,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2024-04-01,6.0,RECEBIDO,,,7891040216093,0,,00:00:00,0,0,0,0,0,0,00:00:00,4.181818181818182,5.0,0.0,1,,,
510753,,BLOCO POST-IT 654 76X76MM C/45FLS VERDE R.4399455,3M,ATA - PCT UNI,7.3,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,14.6,43.8,-,C,C,C,C,C,OK,3245,3.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,2.0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,1,1,1.0,0.0,0,0.0,1,SIM,1.0,0,0.0,0.0,0.0,0,0.0,2024-04-30 13:29:43,2.0,3,2.625,SIM,32.0,2024-03-20,0,0,6.0,2023-09-05 00:00:00,90.0,0,12,0,12,4,LV MUITO ALTA,,,0.5,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,8906577.0,6.0,2024-05-02,G,2023-09-05,12.0,5,,,7891040216147,9396558,CF,2024-05-06 20:54:35,1,12708386,0,0,0,0,00:00:00,2.25,3.0,0.0,1,,,
660198,,BLOCO POST-IT 654 76X76MM PRETO HB004604466,3M,ATA - IND UNI,14.5,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,0.0,101.5,C,C,-,-,-,C,OK,3301,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-02-19 17:45:37,0.0,2,2.0,SIM,142.0,2023-10-31,0,0,7.0,2023-04-11 00:00:00,210.0,0,12,0,12,6,OK,,12.0,0.5833333333333334,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2023-04-11,12.0,RECEBIDO,,,7891040302321,0,,00:00:00,0,0,0,0,0,0,00:00:00,3.0,1.0,0.0,1,,,
700649,,BLOCO POST-IT 657 76X102MM 90FL AMARELO SOL HB004657191,3M,ATA - PCT UNI,16.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,50.97,84.94999999999999,C,-,-,C,C,C,OK,2878,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,2.0,1,1,1.0,0,0,0.0,0,0,0.0,2,1,2.0,0.0,0,0.0,1.6666666666666665,SIM,0.0,0,2.0,0.0,0.0,0,0.0,2024-05-02 10:12:50,3.0,2,2.0,SIM,16.0,2024-03-20,0,0,5.0,2023-11-14 00:00:00,50.0,0,12,0,12,4,LV MUITO ALTA,,,0.4166666666666667,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,8906971.0,7.0,2024-05-03,G,2023-11-14,7.0,4,,,7891040302529,9398823,P ,00:00:00,0,0,0,0,0,0,00:00:00,2.0,0.0,0.0,1,,,
700650,,BLOCO POST-IT 657 76X102MM 90FL AZUL CRISTAL HB004657209,3M,ATA - PCT UNI,16.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,0.0,135.92,C,-,-,-,-,C,OK,2612,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-01-11 10:43:07,0.0,2,1.142857142857143,SIM,129.0,2024-02-29,0,0,8.0,2023-04-27 00:00:00,240.0,0,12,0,12,6,LV MUITO ALTA,,,0.6666666666666666,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2023-04-27,12.0,RECEBIDO,,,7891040302581,0,,00:00:00,0,0,0,0,0,0,00:00:00,1.4285714285714286,1.0,1.0,1,,,
700647,,BLOCO POST-IT 657 76X102MM 90FL LILAC,3M,ATA - PCT UNI,16.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,33.98,186.89,C,C,C,C,C,C,OK,2100,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,4.0,0.0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-1,SIM,0.0,0,0.0,0.0,0.0,0,0.0,2024-04-16 16:09:05,2.0,5,2.3333333333333335,SIM,403.0,2024-03-28,0,0,11.0,2024-04-11 00:00:00,165.0,0,12,0,12,2.4,LV MUITO ALTA,,,0.9166666666666666,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2024-04-11,8.0,RECEBIDO,,,7891040302574,0,,00:00:00,0,0,0,0,0,0,00:00:00,2.3333333333333335,0.0,0.0,1,,,
700644,,BLOCO POST-IT 657 76X102MM 90FL LIMEADE HB004657100,3M,ATA - PCT UNI,16.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,0.0,186.89,C,C,-,-,-,C,OK,3641,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-02-08 10:26:31,0.0,2,1.111111111111111,SIM,48.0,2024-03-20,0,0,11.0,2023-07-05 00:00:00,330.0,0,12,0,12,6,LV MUITO ALTA,,,0.9166666666666666,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2023-07-05,12.0,RECEBIDO,,,7891040302543,0,,00:00:00,0,0,0,0,0,0,00:00:00,1.3333333333333333,1.0,1.0,1,,,
700643,,BLOCO POST-IT 657 76X102MM 90FL MENTA HB004657092,3M,ATA - PCT UNI,16.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,0.0,152.91,C,C,-,-,-,C,OK,2936,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-02-01 13:53:19,0.0,1,1.5,SIM,4.0,2024-03-20,0,0,9.0,2023-04-27 00:00:00,270.0,0,12,0,12,8,LV MUITO ALTA,,,0.75,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2023-04-27,12.0,RECEBIDO,,,7891040302499,0,,00:00:00,0,0,0,0,0,0,00:00:00,1.5,1.5,0.0,1,,,
700646,,BLOCO POST-IT 657 76X102MM 90FL PINK HB004657183,3M,ATA - PCT UNI,16.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,16.99,288.83,-,-,-,-,C,C,OK,3100,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0,0.0,3,SIM,0.0,0,1.0,0.0,0.0,0,0.0,2024-05-02 18:27:32,1.0,2,5.666666666666667,SIM,17.0,2024-03-20,0,0,17.0,2024-04-24 00:00:00,510.0,0,30,0,30,5.294117647058823,LV MUITO ALTA,,,0.5666666666666667,,NÃO,PAPELA,12,3,,2024-04-29,2024-04-15,12.0,1.5,ISABELLE.PINHEIRO,SEM VISTA,,,,,,,2024-04-24,6.0,RECEBIDO,,,7891040302536,0,,00:00:00,0,0,0,0,0,0,00:00:00,3.3333333333333335,8.0,0.0,1,,,
700645,,BLOCO POST-IT 657 76X102MM 90FL ROSA MILENIO HB004657175,3M,ATA - PCT UNI,16.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,0.0,169.89999999999998,-,C,-,-,-,C,OK,3419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-02-03 10:26:40,0.0,2,2.0,NEW,62.0,2024-02-28,0,0,10.0,2024-01-25 00:00:00,300.0,0,12,0,12,6,NEW,,,0.8333333333333334,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2024-01-25,3.0,RECEBIDO,,,7891040302567,0,,00:00:00,0,0,0,0,0,0,00:00:00,2.0,0.0,0.0,1,,,
595096,,BLOCO POST-IT 76X76 45FLS CASCATA R.HB004528707,3M,ATA - IND UNI,17.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,0.0,197.89,B,B,C,-,-,C,OK,1826,2.0,0.0,2.0,3.0,1.0,3.0,4.0,1.0,7.0,7.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-03-08 18:36:29,0.0,2,2.8,SIM,123.0,2024-04-24,0,0,11.0,2024-02-26 00:00:00,330.0,0,12,0,12,4.285714285714286,OK,,12.0,0.9166666666666666,,NÃO,PAPELA,12,3,,2023-12-12,2023-12-12,10.0,0.19999999999999996,GUSTAVO.OLIVEIRA,SEM VISTA,,,,,,,2024-02-26,6.0,RECEBIDO,,,7891040242078,0,,00:00:00,0,0,0,0,0,0,00:00:00,3.1,2.5,0.0,1,,,
647390,,BLOCO POST-IT 76X76 90F NOTAS P/ LEVAR AZUL R.HB004622872,3M,ATA - IND UNI,11.5,12,0,,NÃO,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,0.0,126.5,-,-,-,C,-,C,OK,3151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-04-05 18:03:39,0.0,1,1.0,NEW,0.0,2024-02-28,0,0,11.0,2024-03-07 00:00:00,330.0,0,12,0,12,12,NEW,,,0.9166666666666666,,SIM,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2024-03-07,12.0,RECEBIDO,,,7891040293025,0,,00:00:00,0,0,0,0,0,0,00:00:00,1.0,0.0,0.0,1,,,
388421,,BLOCO POST-IT POP-UP R330 C/90FLS AZUL CEU HB004312573,3M,ATA - PCT UNI,11.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,0.0,347.71,-,C,C,-,-,C,OK,2841,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-03-06 18:17:01,0.0,4,1.75,SIM,33.0,2024-03-20,0,0,29.0,2024-01-09 00:00:00,870.0,0,30,0,30,7.5,LV MUITO ALTA,,12.0,0.9666666666666667,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2024-01-09,12.0,RECEBIDO,,,7891040192526,0,,00:00:00,0,0,0,0,0,0,00:00:00,1.5,2.0,0.0,1,,,
399084,,BLOCO POST-IT POP-UP R330 C/90FLS ROSA HB004310031,3M,ATA - PCT UNI,11.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,11.99,191.84,C,C,B,C,C,C,OK,3220,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,3.0,5.0,2.0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-1,SIM,0.0,0,0.0,0.0,0.0,0,0.0,2024-04-16 16:09:05,1.0,2,1.8571428571428572,SIM,51.0,2023-12-07,0,0,16.0,2024-01-09 00:00:00,480.0,0,30,0,30,15,LV MUITO ALTA,,12.0,0.5333333333333333,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2024-01-09,12.0,RECEBIDO,,,7891040191017,0,,00:00:00,0,0,0,0,0,0,00:00:00,2.7142857142857144,1.0,0.0,1,,,
395233,,BLOCO POST-IT POP-UP R330 C/90FLS VERDE NEON HB004309710,3M,ATA - PCT UNI,11.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,11.99,299.75,C,-,C,C,C,C,OK,2591,0.0,0.0,1.0,0.0,5.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0.0,0,0.0,-1,SIM,0.0,0,0.0,0.0,0.0,0,0.0,2024-04-24 15:59:23,1.0,3,1.5,SIM,30.0,2024-03-20,0,0,25.0,2024-01-09 00:00:00,750.0,0,30,0,30,10,LV MUITO ALTA,,12.0,0.8333333333333334,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2024-01-09,9.0,RECEBIDO,,,7891040190997,0,,00:00:00,0,0,0,0,0,0,00:00:00,2.0,1.0,0.0,1,,,
266139,,FITA ADESIVA 12X30 DUREX TRANSP HB004174262,3M,ATA - PCT C/10,24.9,12,0,SIM,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,FITAS ADESIVAS,INCOLOR,,,,-,-,,0.0,,Informe Aqui,0,24.9,380.96999999999997,C,C,-,C,C,A,POT A,1064,2.0,1.0,1.0,0.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-1,SIM,0.0,0,0.0,0.0,0.0,0,0.0,2024-04-12 16:31:50,1.0,2,1.2333333333333334,SIM,1.0,2024-01-15,0,0,15.3,2024-01-10 00:00:00,459.0,0,20,0,20,10,LV MUITO ALTA,,10.0,0.765,,NÃO,PAPELA,12,3,E  08 1013,,,,,,SEM VISTA,,,,,,,2024-01-10,8.0,RECEBIDO,,,7891040149292,0,,00:00:00,0,0,0,0,0,0,00:00:00,1.7,1.0,1.0,1,,E  08 1013,
718021,,FITA ADESIVA 18X50 CREPE 101 MASKING TAPE 101 R.HB004682116,3M,ATA - IND UNI,6.9,96,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,FITAS ADESIVAS,CREPE,,,,-,-,,0.0,,Informe Aqui,0,0.0,48.300000000000004,A,A,-,-,-,B,OK,3019,17.0,21.0,23.0,21.0,21.0,24.0,21.0,13.0,31.0,25.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-02-16 16:12:21,0.0,18,21.45555555555556,SIM,0.0,2023-09-12,0,3072,7.0,2024-02-15 00:00:00,210.0,0,30,0,30,1.3982392542723974,LV ALTA,,,0.23333333333333334,,NÃO,PAPELA,12,3,,2024-02-19,2024-02-19,24.0,0.25,ISABELLE.PINHEIRO,SEM VISTA,,,,,,,2024-02-15,8.0,RECEBIDO,,,7891040319459,0,,00:00:00,0,0,0,0,0,0,00:00:00,21.7,21.666666666666668,21.0,1,,,
275413,,FITA ADESIVA 18X50 DUREX TRANSPARENTE HB004159396,3M,ATA - PCT C/6,25.5,12,0,SIM,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,FITAS ADESIVAS,INCOLOR,,,,-,-,,0.0,,Informe Aqui,0,0.0,186.99915000000001,-,C,-,-,-,C,OK,1730,0.0,0.0,1.0,2.0,1.0,1.0,0.5,5.0,0.5,0.1666,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-02-14 13:45:45,0.0,2,1.4479125000000002,SIM,0.1666,2024-04-05,0,0,7.3333,2024-01-25 00:00:00,219.99900000000002,0,8,0,8,4,LV MUITO ALTA,,5.0,0.9166625,,NÃO,PAPELA,12,3,,2023-05-22,2023-04-24,12.0,-0.33333333333333337,0,SEM VISTA,,,,,,,2024-01-25,3.0,RECEBIDO,,,7891040149322,0,,00:00:00,0,0,0,0,0,0,00:00:00,1.395825,1.5,0.0,1,,,
507078,,FITA ADESIVA 48X50 CREPE TARTAN 101LA HB004572382,3M,ATA - PCT C/2,26.99,18,0,SIM,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,FITAS ADESIVAS,CREPE,,,,-,-,,0.0,,Informe Aqui,0,188.92999999999998,215.92,A,A,B,A,A,AA,OK,269,6.0,6.0,6.5,8.5,2.0,6.0,6.0,4.0,10.0,6.5,2.0,6.0,1.0,2,2,1.0,1,1,1.0,1,1,1.0,3,3,1.0,1.0,1,1.0,0.7142857142857142,NÃO,1.0,0,0.0,0.0,0.0,0,1.0,2024-05-06 10:15:12,7.0,6,6.263888888888889,NÃO,398.0,2024-04-09,0,0,8.0,2024-04-17 00:00:00,34.285714285714285,0,12,0,12,1.7142857142857142,LV MUITO ALTA,,,0.6666666666666666,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2024-04-17,7.0,RECEBIDO,,,7891040219285,0,,00:00:00,0,0,0,0,0,0,00:00:00,5.791666666666667,7.0,6.0,1,,,
138518,,FITA BANANA DUPLA FACE ESPUMA 12X1 5 R.109 HB004750178,3M,ATA - PCT UNI,17.9,12,4,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,FITAS ADESIVAS,ESPUMA BANANA,,,,-,-,,0.0,,Informe Aqui,0,0.0,250.59999999999997,C,C,B,-,-,B,OK,1384,5.0,4.0,2.0,3.0,1.0,7.0,3.0,3.0,1.0,3.0,4.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-03-27 12:31:38,0.0,4,3.4242424242424243,SIM,85.0,2024-04-12,0,0,14.0,2024-04-04 00:00:00,420.0,0,12,0,12,3,LV MUITO ALTA,,6.0,1.1666666666666667,,NÃO,PAPELA,12,3,,2024-04-29,2023-04-24,22.0,-0.4545454545454546,0,SEM VISTA,,,,,,,2024-04-04,8.0,RECEBIDO,,,7891040121397,0,,00:00:00,0,0,0,0,0,0,00:00:00,3.272727272727273,3.0,4.0,1,,,
138519,,FITA BANANA DUPLA FACE ESPUMA 24X1 5 R.113 HB004750186,3M,ATA - CART UNI,23.9,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,FITAS ADESIVAS,ESPUMA BANANA,,,,-,-,,0.0,,Informe Aqui,0,47.8,239.0,-,B,C,C,C,A,POT A,801,7.0,3.0,2.0,5.0,5.0,0.0,4.0,2.0,0.0,5.0,2.0,1.0,1.0,1,1,1.0,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0,0.0,1,SIM,0.0,0,1.0,0.0,0.0,0,0.0,2024-05-02 11:03:10,2.0,4,3.3111111111111113,SIM,417.0,2023-10-31,0,0,10.0,2024-03-21 00:00:00,150.0,0,12,0,12,3,LV MUITO ALTA,,6.0,0.8333333333333334,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2024-03-21,7.0,RECEBIDO,,,7891040121403,0,,00:00:00,0,0,0,0,0,0,00:00:00,3.6,3.3333333333333335,3.0,1,,,
131410,,FITA DUPLA FACE FIXA FORTE 12MMX2M HB004419873,3M,ATA - IND UNI,16.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,FITAS ADESIVAS,ESPUMA BANANA,,,,-,-,,0.0,,Informe Aqui,0,118.92999999999999,288.83,B,A,A,A,A,A,OK,410,2.0,13.0,15.0,9.0,10.0,18.0,7.0,10.0,7.0,12.0,16.0,12.0,2.0,2,2,1.0,0,0,0.0,1,1,1.0,4,4,1.0,0.0,0,0.0,1.2857142857142856,SIM,1.0,0,0.0,2.0,0.0,0,0.0,2024-05-03 13:09:51,7.0,8,12.083333333333334,NÃO,730.0,2024-03-20,0,0,17.0,2024-04-15 00:00:00,72.85714285714285,0,24,0,24,1.986206896551724,LV MUITO ALTA,,12.0,0.7083333333333334,,NÃO,PAPELA,12,3,,,,,,,2023-11-07 00:00:00,FREQUENCIA,"1. ESTOQUE CORRETO: OK, APENAS VERIFIQUE A DISPOSIÇÃO DO ITEM NO PDV",,,,,2024-04-15,12.0,RECEBIDO,,,7891040075126,0,,00:00:00,0,0,0,0,0,0,00:00:00,10.916666666666666,12.333333333333334,13.0,1,,,
684806,,FITA DUPLA FACE FIXA FORTE 19MMX1 5 HB004750194,3M,ATA - IND UNI,20.49,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,FITAS ADESIVAS,ESPUMA BANANA,,,,-,-,,0.0,,Informe Aqui,0,40.98,266.37,C,C,A,B,B,B,OK,1898,3.0,4.0,5.0,4.0,3.0,2.0,5.0,6.0,3.0,3.0,6.0,3.0,0.0,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,0.0,0,0.0,-1,SIM,0.0,0,0.0,0.0,0.0,0,0.0,2024-04-27 11:54:11,2.0,3,4.083333333333333,SIM,727.0,2023-12-20,0,0,13.0,2024-03-19 00:00:00,195.0,0,12,0,12,2.938775510204082,OK,,12.0,1.0833333333333333,,NÃO,PAPELA,12,3,,2024-05-06,2024-04-22,18.0,-0.33333333333333337,ISABELLE.PINHEIRO,SEM VISTA,,,,,,,2024-03-19,9.0,RECEBIDO,,,7891040305865,0,,00:00:00,0,0,0,0,0,0,00:00:00,3.9166666666666665,4.333333333333333,4.0,1,,,
577514,,FITA DUPLA FACE FIXA FORTE 19MMX2M HB004419881,3M,ATA - IND UNI,20.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,FITAS ADESIVAS,ESPUMA BANANA,,,,-,-,,0.0,,Informe Aqui,0,188.91,335.84,A,A,A,A,A,A,OK,367,8.0,15.0,15.0,23.0,13.0,8.0,12.0,9.0,9.0,10.0,18.0,8.0,4.0,3,3,1.0,1,1,1.0,1,1,1.0,4,3,1.3333333333333333,0.0,0,0.0,0.7777777777777777,NÃO,0.0,0,0.0,3.0,1.0,0,0.0,2024-05-04 12:44:22,9.0,10,15.0,NÃO,374.0,2024-04-12,0,0,16.0,2024-04-16 00:00:00,53.33333333333333,0,24,0,24,1.6,LV MUITO ALTA,,12.0,0.6666666666666666,,NÃO,PAPELA,12,3,,2024-04-29,2024-02-19,36.0,-0.33333333333333337,ISABELLE.PINHEIRO,2024-04-09 00:00:00,FREQUENCIA,5. ESTOQUE ERRADO: REALIZAR INVENTÁRIO,,,,,2024-04-16,12.0,RECEBIDO,,,7891040118328,0,,00:00:00,0,0,0,0,0,0,00:00:00,12.333333333333334,17.666666666666668,15.0,1,,,
